Tabela 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;CD_CLI;NR_CTR;VR_CTR;DT_CTR;NR_PARCELA;VR_PARCELA;CODIGO;RATING;MOTIVO;PRODUTO;nome;idade;cpf;rg;data_nasc;sexo;signo;mae;pai;email;senha;cep;endereco;numero;bairro;cidade;estado;telefone_fixo;celular;altura;peso;tipo_sanguineo;cor
;389;489;9238;2015-02-09;60;153.97;389;B;LIQUIDADO;EMPRESTIMO;João Danilo Emanuel Rodrigues;70;87741074024;361050252;02/11/1952 00:00;Masculino;Aquário;Allana Sueli Gabriela;Henrique Ian Rodrigues;joao_rodrigues@andrelam.com.br;KeZAHfCAMx;97037044;Rua Nove;856;Nova Santa Marta;Santa Maria;RS;5526609683;55998387533;1,67;86;A-;preto
;390;490;165;2015-02-09;24;192.38;390;A;LIQUIDADO;EMPRESTIMO;Elaine Mariah Cecília Mendes;66;97697872056;486191643;03/09/1956 00:00;Feminino;Peixes;Amanda Caroline;Bryan Carlos Mateus Mendes;elaine_mendes@live.com;nItZEWiAGO;99072420;Rua Doutor Cândido Lopes;300;Vila Luiza;Passo Fundo;RS;5427416966;54988517136;1,77;65;O+;vermelho
;391;491;8052;2015-02-09;36;223.67;391;A;LIQUIDADO;EMPRESTIMO;Elisa Milena Melissa Cardoso;46;97617524021;257035643;02/02/1976 00:00;Feminino;Aquário;Daniela Larissa Patrícia;Pietro Gael Davi Cardoso;elisa.milena.cardoso@rcstechnology.com.br;y44ARljNTO;96822140;Rua Basalto;140;Linha Santa Cruz;Santa Cruz do Sul;RS;5138822874;51986557392;1,62;83;AB-;preto
;392;492;3896;2015-02-09;36;108.22;392;A;LIQUIDADO;EMPRESTIMO;Kevin Yago Gael Barros;76;39012926084;478760942;03/07/1946 00:00;Masculino;Peixes;Beatriz Luzia;Leonardo Elias Barros;kevin-barros86@balloons.com.br;DOk8JdEhYE;95076070;Rua Armando Zandomeneghi;857;Bela Vista;Caxias do Sul;RS;5429806698;54997179140;1,96;56;O-;vermelho
;393;493;2364;2015-02-09;12;197.00;393;A;LIQUIDADO;EMPRESTIMO;Francisco Lucca da Mata;56;37642706081;131906677;03/09/1966 00:00;Masculino;Peixes;Andrea Lúcia Elaine;Gustavo Daniel Rodrigo da Mata;francisco_damata@transmazza.com.br;pAoRE17Ynl;98015574;Rodovia RS-342;909;Santa Terezinha;Cruz Alta;RS;5538287535;55998953245;1,84;76;O-;verde
;394;494;4350;2015-03-12;36;120.83;394;A;LIQUIDADO;EMPRESTIMO;Antonio Lorenzo Corte Real;79;1405164093;420646449;01/07/1943 00:00;Masculino;Capricórnio;Raimunda Luzia Laís;Severino Davi José Corte Real;antonio_cortereal@skyzepp.com;5Nd4BhiHqD;98803360;Rua Barão do Triunfo;929;Centro;Santo Ângelo;RS;5529350930;55987327414;1,64;78;O+;azul
;395;495;8064;2015-03-12;36;224.00;395;A;LIQUIDADO;EMPRESTIMO;Aurora Giovana Stella Ramos;76;92932879006;271551422;02/09/1946 00:00;Feminino;Aquário;Carla Raquel;Filipe Caleb Elias Ramos;aurora.giovana.ramos@isbt.com.br;8hp480D7D8;91790820;Beco A;375;Restinga;Porto Alegre;RS;5136538631;51986023681;1,75;61;A+;preto
;396;496;8548;2015-03-12;80;106.85;396;A;LIQUIDADO;CONSIGNADO;Diogo Geraldo Igor Martins;20;29952775008;219029994;02/12/2002 00:00;Masculino;Aquário;Raquel Simone Heloisa;Kaique César Erick Martins;diogo-martins81@comercialrizzo.com;SdUPuOPALN;91230172;Beco Três;652;Passo das Pedras;Porto Alegre;RS;5125243777;51986238212;1,62;63;B+;vermelho
;397;497;33;2015-03-12;12;27.17;397;A;LIQUIDADO;EMPRESTIMO;Sérgio Ruan Cavalcanti;44;62982118025;264797516;03/01/1978 00:00;Masculino;Peixes;Regina Catarina Giovanna;Caio Sérgio Gael Cavalcanti;sergio_cavalcanti@ficopola.net;YCGyajiEzh;93348240;Rua Valdemar Bento de Oliveira;193;Rincão;Novo Hamburgo;RS;5135255683;51998912290;1,63;58;A+;amarelo
;398;498;2158;2015-03-12;18;119.89;398;A;LIQUIDADO;EMPRESTIMO;Breno Emanuel Miguel Aragão;62;95093694037;299435118;03/02/1960 00:00;Masculino;Peixes;Rita Yasmin Laura;Sebastião Otávio Aragão;brenoemanuelaragao@sgstelecom.com.br;dmXLFTqA0u;97572390;Rua Sebastião Coelho da Silva;931;Prado;Santana do Livramento;RS;5525362559;55983077115;1,77;69;O-;verde
;399;499;7282;2015-03-12;72;101.14;399;A;LIQUIDADO OBITO;CONSIGNADO;Lucas Caleb Manoel das Neves;73;42740542097;268920655;03/08/1949 00:00;Masculino;Peixes;Valentina Lívia Elaine;Sebastião Arthur das Neves;lucas-dasneves85@ipk.org.br;bkhT9bYdoJ;99020550;Avenida Petrobrás;138;Annes;Passo Fundo;RS;5437853896;54988720080;1,76;110;B-;amarelo
;400;500;8943;2015-03-12;60;149.05;400;A;LIQUIDADO;EMPRESTIMO;Hadassa Lorena Lara Vieira;78;81690365005;286359546;01/11/1944 00:00;Feminino;Capricórnio;Luzia Laura Isadora;Cauã Giovanni Diego Vieira;hadassa_vieira@construtoraplaneta.com.br;JzipQLnHSO;93214040;Rua Campos Sales;732;Dihel;Sapucaia do Sul;RS;5126303563;51986208279;1,74;87;O+;laranja
;401;501;5345;2015-03-12;36;148.47;401;A;LIQUIDADO;EMPRESTIMO;Isabelle Eliane Aparício;57;95436984061;209128458;03/04/1965 00:00;Feminino;Peixes;Renata Priscila Priscila;Hugo Geraldo Aparício;isabelle_aparicio@sinelcom.com.br;qKLSbFJUoi;94055380;Rua Olívia F. Fonseca;924;São Jerônimo;Gravataí;RS;5127234385;51996655160;1,69;71;AB+;laranja
;402;502;9933;2015-03-12;36;275.92;402;A;LIQUIDADO;EMPRESTIMO;Bruno Miguel Nogueira;39;38940305000;145595237;02/11/1983 00:00;Masculino;Aquário;Ester Tatiane Andrea;Samuel Rafael Nogueira;brunomiguelnogueira@spamgourmet.com;ng68nef7Wc;96090300;Rua Gravataí;972;Laranjal;Pelotas;RS;5326152862;53992783940;1,64;93;B-;preto
;403;503;6412;2015-03-12;24;267.17;403;A;LIQUIDADO;EMPRESTIMO;Marina Benedita Cláudia da Cruz;41;69433565002;198298857;03/09/1981 00:00;Feminino;Peixes;Bianca Luna;Jorge Hugo Anthony da Cruz;marinabeneditadacruz@uniube.br;Hjsjyicee3;94195120;Rua Otacílio Alves de Souza;545;Morada Gaúcha;Gravataí;RS;5139450150;51999189540;1,56;50;AB+;roxo
;404;504;2006;2015-03-12;24;83.58;404;A;LIQUIDADO;EMPRESTIMO;Sophia Isabela Sandra Silveira;43;95640139099;267421369;03/06/1979 00:00;Feminino;Peixes;Sabrina Louise;Victor Kevin Sérgio Silveira;sophia_silveira@recoferindustria.com.br;cJJ1i49hcq;97547540;Rua Anaclides Severo Ribeiro;844;Dr. Romário A de Oliveira;Alegrete;RS;5528441941;55995612089;1,6;62;B+;preto
;405;505;3887;2015-03-12;36;107.97;405;A;LIQUIDADO;EMPRESTIMO;Rosângela Caroline Isadora Lima;51;44598678003;250471826;03/10/1971 00:00;Feminino;Peixes;Carolina Emily Kamilly;Manuel Vinicius Lima;rosangela-lima74@flir.com.br;rIpPgsb9IB;90150080;Rua Hugo Ribeiro;862;Menino Deus;Porto Alegre;RS;5138475051;51984118235;1,67;73;O+;amarelo
;406;506;4758;2015-03-12;24;198.25;406;A;LIQUIDADO;EMPRESTIMO;Oliver Danilo Anderson Ferreira;57;40090199057;195253061;03/07/1965 00:00;Masculino;Peixes;Sabrina Clarice Milena;Enzo Luan Levi Ferreira;oliver_danilo_ferreira@julianacaran.com.br;nHAQUgjzjl;90040194;Largo Teodoro Herzl;976;Farroupilha;Porto Alegre;RS;5128701234;51987336566;1,81;57;AB-;preto
;407;507;7418;2015-03-12;72;103.03;407;A;LIQUIDADO;CONSIGNADO;Raimundo Kevin André Farias;63;36363139082;502864746;03/09/1959 00:00;Masculino;Peixes;Sueli Helena Eloá;Murilo Bryan Jorge Farias;raimundo.kevin.farias@ibest.com.br;TzeCzwgMd0;91140185;Rua U;208;Sarandi;Porto Alegre;RS;5135246091;51987165589;1,98;95;A-;vermelho
;408;508;8051;2015-03-12;36;223.64;408;A;LIQUIDADO;EMPRESTIMO;Manoel Miguel Joaquim Campos;68;3203486016;100382083;03/02/1954 00:00;Masculino;Peixes;Sarah Lavínia Luciana;Mateus Bryan Campos;manoelmiguelcampos@genesyslab.com;9qbxrdAuyS;93150142;Travessa Oito;799;Boa Vista;São Leopoldo;RS;5125852421;51988756235;1,74;92;AB-;preto
;409;509;8097;2015-03-12;36;224.92;409;A;LIQUIDADO;EMPRESTIMO;Theo Martin Silva;25;20570253063;432218208;01/10/1997 00:00;Masculino;Capricórnio;Cristiane Allana Ester;Renato Ruan Eduardo Silva;theo_martin_silva@reginfo.com.br;LKGTATIQUp;91755032;Travessa A;899;Hípica;Porto Alegre;RS;5128184061;51997139498;1,7;98;AB+;vermelho
;410;510;3873;2015-03-12;36;107.58;410;A;LIQUIDADO;EMPRESTIMO;Breno Nathan da Paz;61;84117811002;441220174;01/05/1961 00:00;Masculino;Capricórnio;Antônia Brenda;Iago Yago da Paz;breno-dapaz70@montcalm.com.br;OPy6G577XG;96081060;Passeio Três;756;Areal;Pelotas;RS;5338890687;53984686757;1,8;59;B+;vermelho
;411;511;2681;2015-03-12;18;148.94;411;A;LIQUIDADO;EMPRESTIMO;Luana Eliane Maitê Figueiredo;70;51497337097;127278102;02/11/1952 00:00;Feminino;Aquário;Sônia Carla;Cauê Vitor Figueiredo;luana.eliane.figueiredo@vivax.com.br;r8xRAgGipg;97095070;Rua Bosque;534;Cerrito;Santa Maria;RS;5538364963;55995517853;1,65;58;O-;vermelho
;412;512;5300;2015-03-12;72;73.61;412;A;LIQUIDADO;CONSIGNADO;Camila Antônia Patrícia Sales;59;95239714096;240155361;01/01/1963 00:00;Feminino;Capricórnio;Sebastiana Daniela;João Cauã Sales;camila_sales@ssala.com.br;YseCEfk8Ey;93310066;Rua Marcílio Dias;921;Rio Branco;Novo Hamburgo;RS;5126950539;51994122624;1,65;79;B-;laranja
;413;513;2745;2015-03-12;18;152.50;413;A;LIQUIDADO;EMPRESTIMO;Manuela Evelyn Lavínia da Silva;21;39885893067;468727826;03/03/2001 00:00;Feminino;Peixes;Sophie Joana Esther;Eduardo Martin da Silva;manuela.evelyn.dasilva@daou.com.br;BlAEe212xr;94020350;Rua Barão do Rio Branco;489;Salgado Filho;Gravataí;RS;5129853727;51989696215;1,67;80;AB-;laranja
;414;514;4712;2015-03-12;24;196.33;414;A;LIQUIDADO;EMPRESTIMO;Agatha Flávia Dias;55;85463231001;400196025;03/08/1967 00:00;Feminino;Peixes;Laura Luana Tereza;Lucca Osvaldo Dias;agatha-dias82@ruilacos.com.br;toyUZz6NUZ;91920310;Rua Pedro Henrique Teixeira;137;Cavalhada;Porto Alegre;RS;5139816568;51998241694;1,53;58;B+;amarelo
;415;515;2167;2015-03-12;18;120.39;415;B;LIQUIDADO;EMPRESTIMO;Tânia Sarah Raquel Bernardes;39;64966305004;230061564;03/09/1983 00:00;Feminino;Peixes;Marlene Fátima;Yago Severino Bernardes;tania_sarah_bernardes@gconsult.com.br;LLyhfyqKNq;94180020;Rua Waltoir José da Silva;426;Parque dos Anjos;Gravataí;RS;5128899173;51991460254;1,71;88;O+;vermelho
;416;516;7780;2015-03-12;72;108.06;416;A;LIQUIDADO PORTABILIDADE;CONSIGNADO;Matheus Renato Giovanni Ramos;24;71565480007;330479398;01/05/1998 00:00;Masculino;Capricórnio;Analu Jéssica;Pedro Henrique Erick Ramos;matheus_renato_ramos@soupelli.com.br;HOXNzZJgkr;96820232;Travessa Pedro Souza;933;Santo Inácio;Santa Cruz do Sul;RS;5128896827;51983462329;1,61;99;A+;azul
;417;517;4146;2015-03-12;36;115.17;417;A;LIQUIDADO;EMPRESTIMO;Maria Valentina Melissa Souza;32;76265075098;212887567;03/10/1990 00:00;Feminino;Peixes;Heloisa Beatriz Liz;Heitor Breno Sebastião Souza;maria_valentina_souza@tokiomarine.com.br;1NgEgy0QaI;93056034;Rua Pedro Raymundo;169;Feitoria;São Leopoldo;RS;5128154502;51984759223;1,85;71;AB-;azul
;418;518;7006;2015-03-12;36;194.61;418;B;LIQUIDADO;EMPRESTIMO;Bruna Andrea Rocha;38;95691678078;148638624;03/05/1984 00:00;Feminino;Peixes;Juliana Eduarda;Calebe Oliver Emanuel Rocha;bruna.andrea.rocha@live.jp;zzzI5qA4Pr;93025539;Avenida João Corrêa;808;São Miguel;São Leopoldo;RS;5128617125;51991920263;1,56;71;AB+;verde
;419;519;6389;2015-03-12;24;266.21;419;A;LIQUIDADO;EMPRESTIMO;Lucca Leandro Pietro Drumond;31;65774043053;326480493;03/05/1991 00:00;Masculino;Peixes;Tereza Emilly Priscila;Martin Benjamin Drumond;luccaleandrodrumond@escolajardim.com.br;WzujXZmD9W;93534486;Rua Jorge Luiz Schokal;241;São Jorge;Novo Hamburgo;RS;5128972167;51988567409;1,89;105;A-;verde
;420;520;6206;2015-03-12;48;129.29;420;A;LIQUIDADO;EMPRESTIMO;Sophia Stella Freitas;64;49985988051;373325587;02/09/1958 00:00;Feminino;Aquário;Emily Camila;Thales Cauê Freitas;sophiastellafreitas@saopaulo10hotmail.com;ZZgIF1rgwm;91130210;Avenida Engenheiro Francisco Rodolfo Simch;567;Sarandi;Porto Alegre;RS;5136290098;51991760765;1,76;74;A-;laranja
;421;521;1180;2015-03-12;24;49.17;421;A;LIQUIDADO;EMPRESTIMO;Alessandra Letícia Helena Ferreira;67;41416864091;360944401;02/08/1955 00:00;Feminino;Aquário;Maya Tânia Jennifer;Gael Pedro Lorenzo Ferreira;alessandraleticiaferreira@jonhdeere.com;GSd36iTZqt;93420542;Rua Comunitária;557;Santo Afonso;Novo Hamburgo;RS;5128394572;51994542004;1,58;47;A-;laranja
;422;522;2212;2015-03-12;18;122.89;422;A;LIQUIDADO;EMPRESTIMO;Yago Ricardo Galvão;32;99436189060;493851252;03/02/1990 00:00;Masculino;Peixes;Luzia Bárbara;Renato Jorge Osvaldo Galvão;yago-galvao97@life.com;zjKDgiLbfn;91920568;Beco G;461;Camaquã;Porto Alegre;RS;5135688680;51986638692;1,65;76;AB+;preto
;423;523;9616;2015-03-12;48;200.33;423;B;LIQUIDADO;EMPRESTIMO;Leandro Kauê Fernando Pires;30;60303538023;487911362;03/02/1992 00:00;Masculino;Peixes;Renata Bruna;Miguel Giovanni Kevin Pires;leandrokauepires@nogueiramoura.com.br;1J8DFuLu1k;93135560;Rua Manoel Bandeira;979;Arroio da Manteiga;São Leopoldo;RS;5125503874;51997983430;1,93;74;A-;vermelho
;424;524;8377;2015-03-12;60;139.62;424;A;LIQUIDADO;EMPRESTIMO;Mário Hugo Vieira;36;37035925082;106717029;02/05/1986 00:00;Masculino;Aquário;Fátima Antonella Bianca;Francisco Severino Vieira;mario_vieira@rgsa.com.br;oyH6yynJks;97544221;Rua Quinhentos e Sessenta;534;Sepé Tiaraju;Alegrete;RS;5538560137;55987878300;1,89;70;O+;amarelo
;425;525;2662;2015-03-12;18;147.89;425;B;LIQUIDADO;EMPRESTIMO;Malu Mariane Jesus;59;46408554008;487434365;01/07/1963 00:00;Feminino;Capricórnio;Raimunda Carla Lívia;Enrico Raul Leandro Jesus;malu-jesus78@officetectecnologia.com.br;Uo79krb9X4;90640030;Rua Engenheiro Fernando Mendes Ribeiro;925;Santo Antônio;Porto Alegre;RS;5127188499;51988991396;1,5;68;AB+;roxo
;426;526;3873;2015-03-12;36;107.58;426;A;LIQUIDADO;EMPRESTIMO;Carolina Emilly Monteiro;23;52276588039;284366699;02/01/1999 00:00;Feminino;Aquário;Cecília Sabrina Regina;Hugo Raul Leonardo Monteiro;carolina_monteiro@recoferindustria.com.br;hjqmBIRiZk;97546330;Rua João Galant;904;Ibirapuitã;Alegrete;RS;5525998477;55991596605;1,69;85;A-;azul
;427;527;4668;2015-03-12;24;194.50;427;A;LIQUIDADO;EMPRESTIMO;Sophie Olivia Caldeira;33;31733219013;139524769;01/06/1989 00:00;Feminino;Capricórnio;Patrícia Evelyn;Filipe Juan Thiago Caldeira;sophieoliviacaldeira@atualmarcenaria.com.br;iTsyZpQt09;94810560;Rua PP-8;352;Passo do Feijó;Alvorada;RS;5139443370;51982430607;1,6;84;B+;azul
;428;528;8052;2015-03-12;36;223.67;428;A;LIQUIDADO;EMPRESTIMO;Aparecida Carolina Maria Corte Real;73;49721376060;379913823;03/10/1949 00:00;Feminino;Peixes;Eduarda Isis Helena;Caleb Diego Luan Corte Real;aparecida_carolina_cortereal@mrarquitetura.com.br;9Q4263Pa29;94480380;Rua Casemiro de Abreu;228;Santa Isabel;Viamão;RS;5138663167;51983700115;1,54;85;B-;verde
;429;529;6627;2015-03-12;24;276.13;429;A;LIQUIDADO;EMPRESTIMO;Andreia Yasmin Rafaela da Mota;79;22161030043;213668476;01/01/1943 00:00;Feminino;Capricórnio;Stella Andrea;Samuel Yuri Heitor da Mota;andreia.yasmin.damota@yande.com.br;GFQEWn5j3B;95110025;Rua Avelino José Lôra;712;Desvio Rizzo;Caxias do Sul;RS;5428767951;54981228108;1,5;90;AB+;vermelho
;430;530;7437;2015-03-12;72;103.29;430;A;LIQUIDADO;CONSIGNADO;Alexandre Pietro Porto;30;39924085078;252389244;02/01/1992 00:00;Masculino;Aquário;Elaine Nina Aline;Murilo Edson Porto;alexandre_porto@villalobos.mu.br;RjZe7oaTiW;94853773;Rua Califórnia;111;Aparecida;Alvorada;RS;5127563758;51982211582;1,89;95;B+;roxo
;431;531;6417;2015-03-12;24;267.38;431;B;LIQUIDADO;EMPRESTIMO;Manuel Cauã César Almada;50;64507143012;164899224;01/11/1972 00:00;Masculino;Capricórnio;Carolina Sarah Patrícia;Eduardo Guilherme Rodrigo Almada;manuelcauaalmada@ativacofres.com.br;fHqBQK66mg;93224080;Rua Francisco Abreu;994;Camboim;Sapucaia do Sul;RS;5129676591;51998197227;1,95;66;B-;amarelo
;432;532;6303;2015-03-12;48;131.31;432;A;LIQUIDADO;EMPRESTIMO;Elisa Rayssa da Cruz;69;83682232028;450684982;03/08/1953 00:00;Feminino;Peixes;Sebastiana Bruna;Vinicius Miguel Hugo da Cruz;elisarayssadacruz@gmx.de;NTECKIhEeM;99070325;Travessa Espírito Santo;388;Santa Maria;Passo Fundo;RS;5435738973;54997884191;1,62;46;B+;laranja
;433;533;2928;2015-03-12;18;162.67;433;A;LIQUIDADO;EMPRESTIMO;André Arthur Julio Jesus;54;79730259011;398066462;02/04/1968 00:00;Masculino;Aquário;Heloisa Sabrina;André Martin Jesus;andre.arthur.jesus@focoreducao.com.br;iuQHeFwQEi;98955970;Rua Santa Rosa 97;792;Centro;Novo Machado;RS;5525212487;55996192127;1,8;77;A+;preto
;434;534;1119;2015-03-12;24;46.63;434;A;LIQUIDADO;EMPRESTIMO;Carlos Martin Martins;59;39558354058;360900549;01/08/1963 00:00;Masculino;Capricórnio;Renata Jennifer Heloise;Nathan Luís Noah Martins;carlos-martins78@jetstar.com.br;00blegoxbO;93546270;Rua João Neves da Fontoura;331;Canudos;Novo Hamburgo;RS;5126114146;51985874137;1,74;109;O+;laranja
;435;535;2320;2015-03-12;12;193.33;435;B;LIQUIDADO;EMPRESTIMO;Pedro Henrique Pietro Pedro da Cunha;25;89354697003;234597227;03/01/1997 00:00;Masculino;Peixes;Bruna Lavínia Jennifer;Cláudio Isaac da Cunha;pedro_dacunha@superacomunicacao.com.br;MCJUWlDKla;95076150;Rua Guilherme Franzoi;986;Bela Vista;Caxias do Sul;RS;5428499285;54981848951;1,79;66;AB-;vermelho
;436;536;9590;2015-03-12;48;199.79;436;B;LIQUIDADO;EMPRESTIMO;Sophia Isabel Fabiana Mendes;79;8314794007;372453077;03/10/1943 00:00;Feminino;Peixes;Nicole Vanessa;Heitor Nathan Yago Mendes;sophia-mendes72@unifox.com.br;EFYCtmUwer;97576220;Rua Carlos Borajo;783;Morada da Colina;Santana do Livramento;RS;5538210424;55993443342;1,77;88;O-;laranja
;437;537;8287;2015-03-12;24;345.29;437;B;LIQUIDADO;EMPRESTIMO;Nicole Márcia Alves;25;65155381037;197107199;02/11/1997 00:00;Feminino;Aquário;Julia Vanessa Sandra;Tiago Giovanni Alves;nicole.marcia.alves@escritoriogold.com.br;pCpxQYf33p;93334440;Praça Alberto Rechenmacher;399;Ideal;Novo Hamburgo;RS;5136652088;51983728862;1,65;80;A-;vermelho
;438;538;2095;2015-03-12;24;87.29;438;A;LIQUIDADO;EMPRESTIMO;Isabella Luiza Rosângela da Costa;64;77826790018;494774186;03/08/1958 00:00;Feminino;Peixes;Camila Adriana Benedita;Fernando André da Costa;isabella.luiza.dacosta@saopaulo10hotmail.com;174l5XBqHz;94035240;Avenida Centenário;187;Passo das Pedras;Gravataí;RS;5125368883;51991626364;1,6;69;O-;laranja
;439;539;2063;2015-03-12;24;85.96;439;A;LIQUIDADO;EMPRESTIMO;Kauê Caleb Antonio Aragão;35;63560650011;124401843;01/07/1987 00:00;Masculino;Capricórnio;Bruna Cristiane;Vinicius Raimundo Aragão;kaue.caleb.aragao@dillon.com.br;D5YU8zgnLF;97503352;Travessa Olaria;167;Francisca Tarragô;Uruguaiana;RS;5525936849;55995080279;1,67;100;O+;preto
;440;540;5614;2015-03-12;42;133.67;440;A;LIQUIDADO;EMPRESTIMO;Juan Noah Ryan Lima;25;41877835048;507736771;02/11/1997 00:00;Masculino;Aquário;Raimunda Lara Marina;Juan Thomas Lima;juan_noah_lima@sfreitasadvogados.com.br;CcrJce04kr;99714356;Rua C;139;Colégio Agrícola;Erechim;RS;5429221782;54989335463;1,93;87;A+;laranja
;441;541;2719;2015-03-12;18;151.06;441;A;LIQUIDADO;EMPRESTIMO;Daniel Leonardo Murilo Pereira;78;16783133001;207971687;03/03/1944 00:00;Masculino;Peixes;Cristiane Rebeca Esther;Filipe Isaac Pereira;danielleonardopereira@maxilajes.com.br;CmUr3I3A0o;93048322;Travessa José Juvenil da Silva;168;Feitoria;São Leopoldo;RS;5126313404;51998441050;1,62;86;A-;preto
;442;542;65;2015-03-12;72;102.58;442;A;LIQUIDADO OBITO;CONSIGNADO;Pietro Nicolas Oliver Assis;18;85939850090;204885693;03/07/2004 00:00;Masculino;Peixes;Liz Fátima Sebastiana;Victor Mateus Assis;pietro.nicolas.assis@zian.com.br;ZLnZbI8To4;92200805;Rua Camile Flamarion;993;Fátima;Canoas;RS;5126548669;51996134231;1,92;61;A-;amarelo
;443;543;8657;2015-03-12;80;108.21;443;A;LIQUIDADO;CONSIGNADO;Nathan Sebastião Manoel das Neves;27;40944530087;116468051;02/08/1995 00:00;Masculino;Aquário;Teresinha Melissa;Thales Renan Luan das Neves;nathan.sebastiao.dasneves@aulicinobastos.com.br;5kJFnx3F20;96075723;Travessa Dois;730;Porto;Pelotas;RS;5325299812;53989256896;1,86;53;O+;roxo
;444;544;4797;2015-03-12;24;199.88;444;A;LIQUIDADO;EMPRESTIMO;Isabella Maitê Dias;48;34846897060;502920361;03/02/1974 00:00;Feminino;Peixes;Maria Sophia Nair;José Breno Yuri Dias;isabella_dias@vieiradarocha.adv.br;zEsSEBUdcJ;92110398;Rua Assis Brasil;449;Niterói;Canoas;RS;5129448316;51991276636;1,76;54;O-;vermelho
;445;545;879;2015-03-12;15;58.60;445;A;LIQUIDADO;EMPRESTIMO;Anthony Thomas Ruan da Mota;26;75973156001;433979318;01/02/1996 00:00;Masculino;Capricórnio;Simone Débora Julia;Antonio Vitor da Mota;anthony_damota@eletrovip.com;O51BsO7ft4;97030550;Rua Santa Catarina;634;Pinheiro Machado;Santa Maria;RS;5536257333;55988630859;1,67;68;O+;vermelho
;446;546;4076;2015-03-12;36;113.22;446;B;LIQUIDADO;EMPRESTIMO;Carlos Eduardo Elias Freitas;39;99484176070;471971935;03/09/1983 00:00;Masculino;Peixes;Raquel Kamilly Jéssica;Juan Jorge Kevin Freitas;carlos-freitas78@homail.com;QKRmFezBaP;91778115;Rua Irmão Nicolás Rubio;959;Ponta Grossa;Porto Alegre;RS;5129495578;51989463850;1,77;91;AB-;roxo
;447;547;7449;2015-03-12;72;103.46;447;A;LIQUIDADO;CONSIGNADO;Victor Nathan Vieira;63;14594923070;313150217;03/08/1959 00:00;Masculino;Peixes;Allana Mariah;Oliver Carlos Vieira;victor_vieira@tpltransportes.com.br;ZRlHy5I7Uo;94070612;Rua Boca de Leão;808;Parque da Matriz;Gravataí;RS;5138023529;51998368704;1,69;92;A-;laranja
;448;548;7855;2015-03-12;60;130.92;448;A;LIQUIDADO;EMPRESTIMO;Filipe Osvaldo Carvalho;33;65758681008;208053864;03/06/1989 00:00;Masculino;Peixes;Silvana Rebeca Heloise;Roberto Arthur Carvalho;filipe-carvalho92@fepextrusao.com.br;sQU8hJWOtI;91180070;Praça Hélio Pellegrino;266;Rubem Berta;Porto Alegre;RS;5139998089;51999972556;1,66;70;AB+;preto
;449;549;3686;2015-03-12;36;102.39;449;B;LIQUIDADO;EMPRESTIMO;Esther Alessandra Oliveira;35;68633884054;366569764;03/08/1987 00:00;Feminino;Peixes;Aparecida Luna;Henry Tiago Oliveira;esther_alessandra_oliveira@integrasjc.com.br;AJ2mygleYQ;91780246;Rua Nove Mil Cento e Sete;315;Belém Novo;Porto Alegre;RS;5127840119;51998422796;1,73;59;AB-;azul
;450;550;9691;2015-03-12;48;201.90;450;A;LIQUIDADO;EMPRESTIMO;Gabriel Cauã Peixoto;43;21675952043;296140478;01/09/1979 00:00;Masculino;Capricórnio;Aurora Emanuelly Mariah;Julio Guilherme Vicente Peixoto;gabriel_peixoto@accent.com.br;LjBlDnnTxS;93230487;Rua Eda Saeger Schmidt;356;Ipiranga;Sapucaia do Sul;RS;5126545638;51994091722;1,74;91;AB-;azul
;451;551;6296;2015-03-12;48;131.17;451;E;LUCROS E PERDAS;EMPRESTIMO;Jéssica Caroline Jesus;39;35563876039;229339414;02/03/1983 00:00;Feminino;Aquário;Daiane Marlene Nair;Victor Pietro Jorge Jesus;jessica-jesus97@vilasites.com.br;o8LARH6orh;97578178;Rua Arquilau Flores Cavalheiro;849;Tabatinga;Santana do Livramento;RS;5527343418;55983176522;1,55;72;A-;roxo
;452;552;9501;2015-03-12;48;197.94;452;B;LIQUIDADO;EMPRESTIMO;Maya Vanessa Bernardes;26;96063694048;375551402;03/02/1996 00:00;Feminino;Peixes;Daniela Emanuelly Olivia;Vitor Marcelo Raul Bernardes;maya-bernardes80@genesyslab.com;5ohDTFMRwR;93548510;Rua Cariri;356;Mauá;Novo Hamburgo;RS;5125256356;51997450491;1,66;48;O+;vermelho
